"area","month","date","threshold","lower","upper","gaussian_rho_min","gaussian_rho_max","hrr_proxy","ngmmr_5y5y","ngmmr_spot_only_5y5y"
"EZ",18,2012-06-01,5,0.0287959598508905,0.381251068737962,0.258895389165891,0.0956324025542182,0.0803721157833366,0.117125575577117,0.149692631654405
"EZ",19,2012-07-01,5,0.0306683979575485,0.422575128957584,0.268227035796212,0.107477958929307,0.0889721558008369,0.138888964376783,0.162748978088876
"EZ",20,2012-08-01,5,0.0322801840723498,0.416433208495551,0.269041126466913,0.10103749115524,0.0779849693445703,0.128073593007346,0.145172986352382
"EZ",21,2012-09-01,5,0.0361042293402357,0.444358161454798,0.280311838920557,0.120330566349554,0.0867410460880989,0.150071479830189,0.171446173898007
"EZ",22,2012-10-01,5,0.0394279813277033,0.467863294375163,0.282995573028236,0.129285055444367,0.0829728646006328,0.16563760496379,0.185061890022138
"EZ",23,2012-11-01,5,0.0387227398829184,0.426016416836035,0.266644171693414,0.109916180640567,0.0694711538334767,0.137687591552004,0.154304107157777
"EZ",24,2012-12-01,5,0.0309244190209127,0.415734355483692,0.26117726692756,0.101197187343401,0.0736455779120312,0.130034321301799,0.153798294853899
"EZ",25,2013-01-01,5,0.0313615490677936,0.417325267777113,0.265892258256991,0.107132772483499,0.0872221642282473,0.0967280996411486,0.152618625545638
"EZ",26,2013-02-01,5,0.0300624526904159,0.408631147652055,0.264050216382786,0.107274100122607,0.0797533158915588,0.0736418628422463,0.147505084685326
"EZ",27,2013-03-01,5,0.0263875499116146,0.412815312042402,0.260003569221251,0.0974290207081763,0.077222543468795,0.171555318035103,0.139657291519227
"EZ",28,2013-04-01,5,0.0258894423232539,0.409182047277293,0.258508839707214,0.0971588567149915,0.0707192023689548,0.171732945173547,0.13816196169886
"EZ",29,2013-05-01,5,0.0258212214897258,0.414060256595041,0.254438014528386,0.0916434275753615,0.0709489120373082,0.164808200993646,0.125944575941576
"EZ",30,2013-06-01,5,0.0214938160006439,0.383506264334695,0.24502502465137,0.0870147376758305,0.0565821687380881,0.144731452201964,0.108268588270235
"EZ",31,2013-07-01,5,0.0144904485486851,0.325167097778072,0.224194967824345,0.0651749814765619,0.0463885108462328,0.117425940684803,0.083432386422988
"EZ",32,2013-08-01,5,0.0131924394306836,0.331713219889586,0.220524850687935,0.0584597939064133,0.0502881779593263,0.121089678848567,0.0850602030761993
"EZ",33,2013-09-01,5,0.0163101105940456,0.334653154568905,0.224666036720261,0.069350945856213,0.0532151012138073,0.136289647706133,0.121708378462204
"EZ",34,2013-10-01,5,0.0132005761810295,0.293867364852147,0.209724403651834,0.0554549606693456,0.0570641027449878,0.124529539921694,0.100720148689108
"EZ",35,2013-11-01,5,0.012878291731919,0.291389893292726,0.209721476726676,0.0550154858680679,0.0525848681260724,0.125172789629804,0.094573528204739
"EZ",36,2013-12-01,5,0.0106202012994091,0.288583803128811,0.202151514049471,0.0451108338850155,0.046703399448256,0.0490652884843524,0.0825905258734076
"EZ",37,2014-01-01,5,0.0114545890984037,0.287776559477374,0.20530411922039,0.0505939342651196,0.0474005771399568,0.0512251264662527,0.0849568604080749
"EZ",38,2014-02-01,5,0.0109350191385943,0.278313109275717,0.197748333987635,0.0464199612259423,0.0429454220299308,0.0457219727728671,0.0825648095969502
"EZ",39,2014-03-01,5,0.0100637952242038,0.286809179492794,0.195495983528233,0.0442234896596384,0.0454098936870574,0.0410173417431572,0.0798480073438253
"EZ",40,2014-04-01,5,0.0102324905775081,0.293292268716984,0.195122876931013,0.0428195762863234,0.048744500170778,0.0415181988324202,0.0792327775471057
"EZ",41,2014-05-01,5,0.0209636110266062,0.268987451489339,0.179957883180816,0.0452418002578334,0.0450311546566376,0.116683605054368,0.0895349055198491
"EZ",42,2014-06-01,5,0.0242846610435663,0.246571849504338,0.170156514181717,0.0462033396483963,0.0406590984246327,0.117386637094933,0.0866362193252335
"EZ",43,2014-07-01,5,0.0305140577902685,0.243786086564987,0.166237226079429,0.0474142208346375,0.0389270523240042,0.10970826743629,0.0873668779350303
"EZ",44,2014-08-01,5,0.0253443155391992,0.239865868002109,0.157208054104134,0.037398426892299,0.0375106908178526,0.0156303367263947,7.96507890225564e-09
