"area","month","threshold","zc_slot","lower","upper","hrr","below","above"
"EZ",139,4,"N",0.01630969412276,0.357158860660653,0.0909318164392208,FALSE,FALSE
"EZ",140,4,"N",0.0123395825070192,0.402129904791984,0.0856489399791615,FALSE,FALSE
"EZ",141,4,"N",0.0417608403679793,0.428610593964324,0.0700969471338338,FALSE,FALSE
"EZ",142,4,"N",0.0419212488618255,0.435817755358198,0.0748856218109697,FALSE,FALSE
"EZ",143,4,"N",0.0497579232487833,0.467420639544822,0.0770611092218968,FALSE,FALSE
"EZ",144,4,"N",0.0505218111509559,0.465156673031302,0.0711381439282784,FALSE,FALSE
"EZ",145,4,"N",0.0407423843327083,0.447364500665495,0.0637745080027363,FALSE,FALSE
"EZ",146,4,"N",0.045358837302807,0.458701126080014,0.0709429521721854,FALSE,FALSE
"EZ",147,4,"N",0.0808785561501406,0.527339706129968,0.0950778684381297,FALSE,FALSE
"EZ",148,4,"N",0.0518486362511296,0.476418360163846,0.0783662879709043,FALSE,FALSE
"EZ",149,4,"N",0.0542822398638535,0.480089477338121,0.0854510901419502,FALSE,FALSE
"EZ",150,4,"N",0.0791113657452153,0.467276015172521,0.0826748310539302,FALSE,FALSE
"EZ",151,4,"N",0.0524076919008716,0.510551531703585,0.0896163904103871,FALSE,FALSE
"EZ",152,4,"N",0.0577651288120297,0.572890997209015,0.105771425702144,FALSE,FALSE
"EZ",153,4,"N",0.0510290356138262,0.556578325776996,0.0859886421411055,FALSE,FALSE
"EZ",154,4,"N",0.0506827961742496,0.510612008453807,0.13910940269608,FALSE,FALSE
"EZ",155,4,"N",0.0408099072066707,0.475645603990197,0.105072435495093,FALSE,FALSE
"EZ",156,4,"N",0.0274790020665485,0.429793108335893,0.0882555743827587,FALSE,FALSE
"EZ",157,4,"N",0.0444123734427021,0.445435169698088,0.0893073659999274,FALSE,FALSE
"EZ",158,4,"N",0.054561092235177,0.420441146821044,0.0898494262211215,FALSE,FALSE
"EZ",159,4,"N",0.0424650307630174,0.449282682944449,0.107621825264295,FALSE,FALSE
"EZ",160,4,"N",0.0429379597498349,0.463066653962702,0.108299816628994,FALSE,FALSE
"EZ",161,4,"N",0.0511103812453402,0.434201620750815,0.0833996554607979,FALSE,FALSE
"EZ",162,4,"N",0.0422797278816354,0.425724411162681,0.076987954342057,FALSE,FALSE
"EZ",163,4,"N",0.0408489454458851,0.403860431347239,0.0606601776773749,FALSE,FALSE
"EZ",164,4,"N",0.034039329449364,0.368430018440788,0.0449871450828772,FALSE,FALSE
"EZ",165,4,"N",0.0303747242489777,0.376458847967706,0.0772054358505255,FALSE,FALSE
"EZ",166,4,"N",0.0319482573245352,0.36718679491136,0.0820241750459757,FALSE,FALSE
"EZ",1,4,"Q",0.115028764761045,0.645545754085946,0.157685674196225,FALSE,FALSE
"EZ",2,4,"Q",0.142855597312834,0.649939316460409,0.163047224884006,FALSE,FALSE
"EZ",3,4,"Q",0.125192971397514,0.619430657267713,0.177798661399285,FALSE,FALSE
"EZ",4,4,"Q",0.128749253638034,0.605423412942265,0.167427007041358,FALSE,FALSE
"EZ",5,4,"Q",0.116686804736611,0.590105282833686,0.13717311228057,FALSE,FALSE
"EZ",6,4,"Q",0.117276454098143,0.629930319323076,0.124227765163441,FALSE,FALSE
"EZ",7,4,"Q",0.11892488279003,0.607971248611776,0.119171602432846,FALSE,FALSE
"EZ",8,4,"Q",0.105900217055524,0.605358709567872,0.11449025574369,FALSE,FALSE
"EZ",9,4,"Q",0.0894887244264222,0.584184577420927,0.107294133032501,FALSE,FALSE
"EZ",10,4,"Q",0.0683478915170446,0.521189812169518,0.0832350688322072,FALSE,FALSE
"EZ",11,4,"Q",0.0788116013715732,0.575055318208315,0.104853212872081,FALSE,FALSE
"EZ",12,4,"Q",0.0992168464825238,0.632423870594245,0.14168493027418,FALSE,FALSE
"EZ",13,4,"Q",0.0883943738258286,0.624307488802501,0.137144490293743,FALSE,FALSE
"EZ",14,4,"Q",0.124882180314069,0.669546289024802,0.151043714068768,FALSE,FALSE
"EZ",15,4,"Q",0.0900195388637391,0.615767421905025,0.134520884404917,FALSE,FALSE
